"utm10","especie"
"NC06","Apodemus sylvaticus"
"NG23","Talpa occidentalis"
"NB68","Lepus granatensis"
"NC43","Apodemus sylvaticus"
"Faial","Mus musculus"
"NC94","Vulpes vulpes"
"PC24","Vulpes vulpes"
"NC41","Genetta genetta"
"NC44","Martes foina"
"PC39","Oryctolagus cuniculus"
"NG63","Rattus rattus"
"NE45","Vulpes vulpes"
"NE45","Sciurus vulgaris"
"PC72","Meles meles"
"NG71","Sus scrofa"
"PF48","Mus spretus"
"ND39","Sciurus vulgaris"
"NC35","Martes foina"
"PC52","Mus spretus"
"NC42","Vulpes vulpes"
"NF93","Meles meles"
"PF37","Microtus cabrerae"
"NB51","Herpestes ichneumon"
"NG44","Vulpes vulpes"
"NF93","Capreolus capreolus"
"PB00","Oryctolagus cuniculus"
"NC51","Apodemus sylvaticus"
"QF17","Sus scrofa"
"PD50","Herpestes ichneumon"
"NG65","Capreolus capreolus"
"NC20","Mus spretus"
"NC67","Lutra lutra"
"PB33","Microtus duodecimcostatus"
"PC27","Oryctolagus cuniculus"
"NF33","Talpa occidentalis"
"NC51","Crocidura russula"
"ND02","Eliomys quercinus"
"NC46","Mus musculus"
"ND31","Microtus lusitanicus"
"NC31","Mus musculus"
"ND59","Rattus rattus"
"PD34","Apodemus sylvaticus"
"NF26","Crocidura russula"
"PG64","Galemys pyrenaicus"
"NC86","Apodemus sylvaticus"
"NC43","Vulpes vulpes"
"NB48","Microtus cabrerae"
"Terceira","Mus musculus"
"NC52","Apodemus sylvaticus"
"PC06","Lepus granatensis"
"PE54","Lepus granatensis"
"NG54","Capreolus capreolus"
"NC61","Genetta genetta"
"NC32","Apodemus sylvaticus"
"QF19","Martes foina"
"PE10","Herpestes ichneumon"
"PB16","Meles meles"
"NG22","Vulpes vulpes"
"NE29","Talpa occidentalis"
"PG82","Microtus agrestis"
"MC88","Rattus norvegicus"
"QG00","Sus scrofa"
"NE46","Vulpes vulpes"
"NC47","Herpestes ichneumon"
"PB17","Meles meles"
"ND59","Herpestes ichneumon"
"NF94","Arvicola sapidus"
"PC24","Erinaceus europaeus"
"ND05","Sus scrofa"
"PC15","Meles meles"
"NC71","Vulpes vulpes"
"MD94","Oryctolagus cuniculus"
"NC54","Apodemus sylvaticus"
"NB33","Mus spretus"
"PF51","Capreolus capreolus"
"NC30","Herpestes ichneumon"
"NC43","Mus spretus"
"PE24","Arvicola sapidus"
"PE38","Microtus agrestis"
"PC71","Vulpes vulpes"
"PE87","Vulpes vulpes"
"PB07","Herpestes ichneumon"
"PF52","Meles meles"
"NF74","Vulpes vulpes"
"NA89","Microtus duodecimcostatus"
"PE66","Martes foina"
"PD29","Microtus cabrerae"
"NB31","Rattus rattus"
"NB80","Talpa occidentalis"
"PF61","Meles meles"
"MC97","Apodemus sylvaticus"
"NC76","Apodemus sylvaticus"
"NB98","Lepus granatensis"
"NE46","Crocidura russula"
"NE52","Capreolus capreolus"
"PF72","Vulpes vulpes"
"PC62","Arvicola sapidus"
"ND17","Microtus lusitanicus"
"PG83","Talpa occidentalis"
"PE05","Vulpes vulpes"
"NC42","Meles meles"
"PD30","Oryctolagus cuniculus"
"NG83","Meles meles"
"PF60","Herpestes ichneumon"
"NC88","Mus spretus"
"PE38","Oryctolagus cuniculus"
"NC60","Lepus granatensis"
"NE28","Sciurus vulgaris"
"MD70","Crocidura russula"
"NE68","Genetta genetta"
"NB16","Microtus cabrerae"
"PF31","Vulpes vulpes"
"PE66","Sorex granarius"
"NB81","Meles meles"
"NC06","Talpa occidentalis"
"NE34","Rattus rattus"
"NE41","Herpestes ichneumon"
"NC97","Meles meles"
"NE36","Apodemus sylvaticus"
"NC97","Vulpes vulpes"
"NE55","Martes foina"
"ND26","Microtus lusitanicus"
"PE27","Crocidura russula"
"NE15","Talpa occidentalis"
"NC65","Genetta genetta"
"NC81","Meles meles"
"ND45","Microtus cabrerae"
"NG65","Vulpes vulpes"
"NB89","Martes foina"
"NC43","Oryctolagus cuniculus"
"NC26","Microtus lusitanicus"
"NB71","Vulpes vulpes"
"NE46","Oryctolagus cuniculus"
"MD85","Apodemus sylvaticus"
"QG10","Mus spretus"
"NE63","Oryctolagus cuniculus"
"MC96","Mustela putorius"
"NE71","Martes foina"
"NF42","Sciurus vulgaris"
"NG72","Martes martes"
"NG33","Microtus agrestis"
"ND71","Erinaceus europaeus"
"NF62","Neomys anomalus"
"NB39","Microtus cabrerae"
"NC54","Genetta genetta"
"PC43","Meles meles"
"NE74","Herpestes ichneumon"
"PF11","Martes foina"
"PD11","Oryctolagus cuniculus"
"PC38","Arvicola sapidus"
"NC06","Mus musculus"
"PF63","Herpestes ichneumon"
"NE93","Vulpes vulpes"
"MC89","Crocidura russula"
"PE07","Talpa occidentalis"
"ND80","Oryctolagus cuniculus"
"ND19","Oryctolagus cuniculus"
"PF37","Microtus lusitanicus"
"PG84","Galemys pyrenaicus"
"NB27","Vulpes vulpes"
"PC08","Oryctolagus cuniculus"
"NC50","Oryctolagus cuniculus"
"NC35","Herpestes ichneumon"
"PC02","Martes foina"
"NB78","Oryctolagus cuniculus"
"NC57","Herpestes ichneumon"
"NG23","Neomys anomalus"
"NF71","Sorex minutus"
"NE29","Microtus lusitanicus"
"PD50","Vulpes vulpes"
"ND59","Mus spretus"
"NE75","Herpestes ichneumon"
"NC35","Arvicola sapidus"
"ND18","Meles meles"
"NB28","Mus spretus"
"NG40","Microtus agrestis"
"PD34","Microtus duodecimcostatus"
"MC88","Sciurus vulgaris"
"PC02","Oryctolagus cuniculus"
"MD97","Mus spretus"
"NC70","Apodemus sylvaticus"
"NE15","Microtus lusitanicus"
"PB32","Talpa occidentalis"
"ND05","Vulpes vulpes"
"NB79","Herpestes ichneumon"
"NC26","Dama dama"
"NF57","Apodemus sylvaticus"
"NC56","Talpa occidentalis"
"NC83","Talpa occidentalis"
"SaoMiguel","Mus musculus"
"ND18","Microtus lusitanicus"
"PE35","Lepus granatensis"
"NC46","Genetta genetta"
"PF63","Vulpes vulpes"
"PG82","Microtus cabrerae"
"NE33","Sciurus vulgaris"
"NC97","Rattus rattus"
"NC33","Lutra lutra"
"NC76","Meles meles"
"NF33","Sciurus vulgaris"
"NF84","Martes foina"
"PD10","Lepus granatensis"
"QG00","Vulpes vulpes"
"PC72","Herpestes ichneumon"
"NB87","Mus musculus"
"PB14","Arvicola sapidus"
"PG93","Apodemus sylvaticus"
"PC19","Microtus cabrerae"
"PF42","Lepus granatensis"
"NE22","Microtus lusitanicus"
"NF26","Mus spretus"
"NC42","Genetta genetta"
"PG20","Microtus agrestis"
"NB29","Apodemus sylvaticus"
"NE32","Vulpes vulpes"
"NC26","Microtus cabrerae"
"NC97","Herpestes ichneumon"
"NE89","Sorex granarius"
"NE45","Meles meles"
"NC11","Herpestes ichneumon"
"NE46","Rattus norvegicus"
"MD97","Rattus rattus"
"ND60","Arvicola sapidus"
"MC96","Talpa occidentalis"
"NF62","Canis lupus"
"PG70","Microtus lusitanicus"
"NE75","Meles meles"
"NC96","Vulpes vulpes"
"PF48","Apodemus sylvaticus"
"PE38","Genetta genetta"
"NC44","Meles meles"
"PD62","Microtus cabrerae"
"ND67","Microtus lusitanicus"
"PC07","Oryctolagus cuniculus"
"ND67","Mus spretus"
"NG93","Capreolus capreolus"
"NB76","Oryctolagus cuniculus"
"NB82","Herpestes ichneumon"
"Madeira","Oryctolagus cuniculus"
"PD20","Lepus granatensis"
"PC07","Herpestes ichneumon"
"NB21","Vulpes vulpes"
"NC36","Lutra lutra"
"NF37","Mus spretus"
"PB18","Herpestes ichneumon"
"MC79","Oryctolagus cuniculus"
"PG64","Meles meles"
"ND78","Lepus granatensis"
"ND16","Sus scrofa"
"NF72","Vulpes vulpes"
"PF30","Vulpes vulpes"
"PC03","Mustela putorius"
"NG33","Canis lupus"
"PC48","Oryctolagus cuniculus"
"NG82","Sus scrofa"
"NA99","Mus spretus"
"PD02","Oryctolagus cuniculus"
"NB38","Apodemus sylvaticus"
"ND67","Sciurus vulgaris"
"NC93","Lutra lutra"
"ND06","Sus scrofa"
"PB16","Felis silvestris"
"PC07","Vulpes vulpes"
"PC39","Meles meles"
"NG55","Vulpes vulpes"
"ND13","Oryctolagus cuniculus"
"ND00","Rattus norvegicus"
"NE47","Meles meles"
"PE25","Sciurus vulgaris"
"NC85","Martes foina"
"PE57","Lepus granatensis"
"NF56","Microtus agrestis"
"ND26","Apodemus sylvaticus"
"PE65","Cervus elaphus"
"MD61","Oryctolagus cuniculus"
"NG24","Mustela putorius"
"PG83","Microtus cabrerae"
"QF09","Vulpes vulpes"
"PF52","Oryctolagus cuniculus"
"PE65","Martes foina"
"NC17","Erinaceus europaeus"
"NE93","Sus scrofa"
"PE76","Lepus granatensis"
"MD93","Oryctolagus cuniculus"
"PC61","Arvicola sapidus"
"NF30","Mus spretus"
"NC55","Lutra lutra"
"NB49","Microtus cabrerae"
"NC25","Lutra lutra"
"NE57","Apodemus sylvaticus"
"ND19","Genetta genetta"
"NC11","Meles meles"
"PF33","Lepus granatensis"
"PB05","Vulpes vulpes"
"NB12","Mus spretus"
"NG82","Neomys anomalus"
"NG43","Vulpes vulpes"
"NC32","Lepus granatensis"
"NG83","Vulpes vulpes"
"NC19","Crocidura russula"
"NB87","Lepus granatensis"
"NC37","Herpestes ichneumon"
"QF07","Meles meles"
"NC51","Vulpes vulpes"
"PC37","Oryctolagus cuniculus"
"PB06","Lutra lutra"
"NC38","Erinaceus europaeus"
"PF70","Herpestes ichneumon"
"NC87","Meles meles"
"ND55","Arvicola sapidus"
"PF62","Martes foina"
"PD32","Oryctolagus cuniculus"
"NE53","Microtus agrestis"
"PB28","Mus spretus"
"NC77","Genetta genetta"
"PC11","Lepus granatensis"
"NC30","Martes foina"
"PC44","Crocidura russula"
"MD84","Sciurus vulgaris"
"PD61","Apodemus sylvaticus"
"PE76","Sus scrofa"
"PE79","Sus scrofa"
"PC61","Herpestes ichneumon"
"NC50","Lepus granatensis"
"NE31","Sus scrofa"
"NF34","Sciurus vulgaris"
"PG74","Sus scrofa"
"MD91","Sus scrofa"
"PD43","Microtus cabrerae"
"PF19","Sciurus vulgaris"
"PE35","Genetta genetta"
"PF87","Mus musculus"
"NB77","Oryctolagus cuniculus"
"NB86","Oryctolagus cuniculus"
"NC87","Herpestes ichneumon"
"PE71","Martes foina"
"NC85","Lepus granatensis"
"NC14","Lutra lutra"
"NC78","Herpestes ichneumon"
"PD17","Apodemus sylvaticus"
"MC88","Rattus rattus"
"NE55","Crocidura russula"
"NB81","Erinaceus europaeus"
"PF13","Sorex granarius"
"PC11","Herpestes ichneumon"
"PE58","Meles meles"
"PE76","Sciurus vulgaris"
"NC68","Mustela nivalis"
"MC69","Microtus lusitanicus"
"PF62","Genetta genetta"
"NF67","Apodemus sylvaticus"
"PB42","Crocidura russula"
"PC46","Talpa occidentalis"
"NB41","Arvicola sapidus"
"PD69","Microtus cabrerae"
"NE76","Sciurus vulgaris"
"NC67","Erinaceus europaeus"
"ND17","Crocidura russula"
"ND02","Talpa occidentalis"
"QG21","Microtus agrestis"
"QG11","Meles meles"
"MC69","Mustela putorius"
"NC31","Talpa occidentalis"
"PD46","Lutra lutra"
"PF87","Microtus cabrerae"
"PD60","Apodemus sylvaticus"
"NG72","Felis silvestris"
"PF99","Microtus lusitanicus"
"NC25","Herpestes ichneumon"
"NG80","Vulpes vulpes"
"NF92","Meles meles"
"NE34","Microtus lusitanicus"
"NB12","Arvicola sapidus"
"NF67","Microtus agrestis"
"NB41","Microtus cabrerae"
"NC31","Vulpes vulpes"
"NG92","Vulpes vulpes"
"ND10","Suncus etruscus"
"NB88","Lepus granatensis"
"NA89","Arvicola sapidus"
"PC19","Lutra lutra"
"NC81","Mustela nivalis"
"PG03","Capreolus capreolus"
"NC47","Mustela nivalis"
"PC51","Lutra lutra"
"MC96","Crocidura suaveolens"
"PC23","Oryctolagus cuniculus"
"PC38","Microtus duodecimcostatus"
"NE50","Sus scrofa"
"NA89","Mus spretus"
"PB32","Lepus granatensis"
"ND48","Herpestes ichneumon"
"PF12","Vulpes vulpes"
"NE56","Oryctolagus cuniculus"
"NG12","Canis lupus"
"NC99","Lepus granatensis"
"NC51","Genetta genetta"
"NB36","Suncus etruscus"
"NF94","Galemys pyrenaicus"
"PD63","Erinaceus europaeus"
"PB28","Apodemus sylvaticus"
"NB85","Lepus granatensis"
"PE72","Microtus cabrerae"
"PD50","Meles meles"
"NG35","Sciurus vulgaris"
"MD97","Sorex granarius"
"NG24","Microtus agrestis"
"NF93","Martes foina"
"PE65","Lepus granatensis"
"PD09","Microtus cabrerae"
"MD70","Mustela nivalis"
"NG54","Sus scrofa"
"NB38","Arvicola sapidus"
"ND01","Vulpes vulpes"
"NG62","Oryctolagus cuniculus"
"NB33","Arvicola sapidus"
"NG22","Sorex granarius"
"PE78","Martes foina"
"PF72","Microtus cabrerae"
"PG54","Vulpes vulpes"
"NG41","Mustela putorius"
"PE67","Sciurus vulgaris"
"NB34","Microtus lusitanicus"
"NC65","Vulpes vulpes"
"NC86","Lepus granatensis"
"NC40","Martes foina"
"PG83","Sorex granarius"
"MD76","Lutra lutra"
"PF19","Vulpes vulpes"
"NG33","Neomys anomalus"
"MD81","Rattus norvegicus"
"PC24","Martes foina"
"PE66","Microtus agrestis"
"NB38","Microtus cabrerae"
"NF56","Crocidura russula"
"PC04","Lepus granatensis"
"NC42","Apodemus sylvaticus"
"QG10","Microtus lusitanicus"
"NC41","Microtus cabrerae"
"NC11","Lepus granatensis"
"NC69","Microtus cabrerae"
"NC19","Genetta genetta"
"NF53","Genetta genetta"
"NF20","Crocidura russula"
"NF19","Sciurus vulgaris"
"NC21","Oryctolagus cuniculus"
"NF27","Talpa occidentalis"
"PE62","Capreolus capreolus"
"PC37","Talpa occidentalis"
"MC79","Rattus rattus"
"NF31","Microtus agrestis"
"NE50","Oryctolagus cuniculus"
"QF07","Vulpes vulpes"
"NC32","Arvicola sapidus"
"ND58","Vulpes vulpes"
"PB04","Oryctolagus cuniculus"
"PF60","Vulpes vulpes"
"NC87","Microtus cabrerae"
"NC55","Sus scrofa"
"ND82","Talpa occidentalis"
"PF31","Sciurus vulgaris"
"PF54","Sus scrofa"
"NC26","Mus spretus"
"MD62","Vulpes vulpes"
"PF19","Neomys anomalus"
"NC85","Vulpes vulpes"
"NE44","Herpestes ichneumon"
"ND67","Apodemus sylvaticus"
"NB28","Apodemus sylvaticus"
"MC99","Oryctolagus cuniculus"
"PF64","Microtus cabrerae"
"PF02","Herpestes ichneumon"
"NB33","Talpa occidentalis"
"PF23","Genetta genetta"
"NE57","Mus spretus"
"NC81","Microtus duodecimcostatus"
"MD92","Meles meles"
"PF51","Lepus granatensis"
"PC06","Oryctolagus cuniculus"
"NC33","Vulpes vulpes"
"NC57","Meles meles"
"ND46","Sus scrofa"
"NF28","Mus spretus"
"NF74","Genetta genetta"
"PF16","Vulpes vulpes"
"NE15","Apodemus sylvaticus"
"NC37","Vulpes vulpes"
"MD85","Mus spretus"
"PF64","Vulpes vulpes"
"ND59","Meles meles"
"PC12","Lepus granatensis"
"NC47","Lutra lutra"
"NB25","Arvicola sapidus"
"MC86","Arvicola sapidus"
"PC44","Erinaceus europaeus"
"NC84","Vulpes vulpes"
"PD05","Lutra lutra"
"MD74","Talpa occidentalis"
"ND10","Microtus lusitanicus"
"PE36","Herpestes ichneumon"
"ND07","Sus scrofa"
"NC87","Genetta genetta"
"ND35","Lutra lutra"
"NE41","Oryctolagus cuniculus"
"NC32","Herpestes ichneumon"
"ND59","Sus scrofa"
"NC85","Herpestes ichneumon"
"NF30","Mustela putorius"
"PE69","Sus scrofa"
"PD62","Lutra lutra"
"NC85","Genetta genetta"
"PF48","Crocidura russula"
"NE83","Vulpes vulpes"
"SaoMiguel","Rattus rattus"
"NG34","Felis silvestris"
"PG53","Vulpes vulpes"
"NB58","Oryctolagus cuniculus"
"NB17","Lepus granatensis"
"NC77","Martes foina"
"NF94","Vulpes vulpes"
"NC42","Herpestes ichneumon"
"PB18","Martes foina"
"NC64","Sus scrofa"
"NE29","Crocidura russula"
"PF02","Genetta genetta"
"NF45","Crocidura russula"
"ND80","Lepus granatensis"
"NC27","Vulpes vulpes"
"PB16","Martes foina"
"NF27","Vulpes vulpes"
"PE51","Oryctolagus cuniculus"
"PD33","Microtus duodecimcostatus"
"MD60","Mus spretus"
"NB32","Microtus duodecimcostatus"
"NC57","Apodemus sylvaticus"
"NC13","Arvicola sapidus"
"NG55","Canis lupus"
"ND38","Crocidura russula"
"ND77","Lutra lutra"
"NC36","Apodemus sylvaticus"
"PD17","Microtus duodecimcostatus"
"NB87","Microtus cabrerae"
"NC21","Apodemus sylvaticus"
"PB48","Meles meles"
"PC30","Herpestes ichneumon"
"PC38","Rattus rattus"
"NC31","Genetta genetta"
"PF60","Lepus granatensis"
"NC81","Genetta genetta"
"NF30","Vulpes vulpes"
"PF32","Sciurus vulgaris"
"NE93","Oryctolagus cuniculus"
"NF93","Canis lupus"
"SaoMiguel","Erinaceus europaeus"
"PC62","Lepus granatensis"
"PE64","Vulpes vulpes"
"PB15","Oryctolagus cuniculus"
"NC20","Apodemus sylvaticus"
"PE21","Sciurus vulgaris"
"PE69","Martes foina"
"NB00","Talpa occidentalis"
"PE35","Martes foina"
"NE34","Oryctolagus cuniculus"
"NE32","Genetta genetta"
"NC26","Herpestes ichneumon"
"PG71","Meles meles"
"QF18","Lepus granatensis"
"PF13","Vulpes vulpes"
"PC50","Genetta genetta"
"NG71","Genetta genetta"
"NC68","Felis silvestris"
"NB87","Herpestes ichneumon"
"NG55","Sus scrofa"
"NB93","Oryctolagus cuniculus"
"NB48","Meles meles"
"NC48","Herpestes ichneumon"
"PD00","Lepus granatensis"
"QF07","Crocidura russula"
"NE41","Genetta genetta"
"PE65","Meles meles"
"PG72","Capreolus capreolus"
"NG80","Sciurus vulgaris"
"ND60","Talpa occidentalis"
"NE74","Sciurus vulgaris"
"NC32","Mus spretus"
"PF58","Crocidura russula"
"MD90","Erinaceus europaeus"
"PE75","Martes foina"
"NE31","Vulpes vulpes"
"NC36","Genetta genetta"
"NB81","Herpestes ichneumon"
"NG91","Capreolus capreolus"
"NC60","Meles meles"
"Graciosa","Mus musculus"
"NE47","Microtus lusitanicus"
"PF19","Sorex minutus"
"ND43","Lutra lutra"
"PD28","Herpestes ichneumon"
"PD00","Oryctolagus cuniculus"
"PC27","Lepus granatensis"
"PC61","Meles meles"
"PB15","Eliomys quercinus"
"NF30","Mustela nivalis"
"ND83","Arvicola sapidus"
"ND67","Microtus cabrerae"
"Pico","Mus musculus"
"PC06","Herpestes ichneumon"
"NG93","Sus scrofa"
"NC77","Arvicola sapidus"
"NG90","Meles meles"
"NG54","Vulpes vulpes"
"MC99","Rattus rattus"
"MD93","Mus spretus"
"NB18","Lepus granatensis"
"PG54","Sciurus vulgaris"
"NC47","Apodemus sylvaticus"
"PF63","Martes foina"
"NB49","Lutra lutra"
"NC67","Genetta genetta"
"ND00","Rattus rattus"
"QF19","Microtus cabrerae"
"PG63","Sciurus vulgaris"
"ND17","Sus scrofa"
"MC88","Genetta genetta"
"NB25","Apodemus sylvaticus"
"NC51","Mustela putorius"
"NC83","Lutra lutra"
"ND07","Sciurus vulgaris"
"PF54","Vulpes vulpes"
"MC78","Erinaceus europaeus"
"PE79","Vulpes vulpes"
"PG83","Oryctolagus cuniculus"
"PG53","Meles meles"
"NB37","Apodemus sylvaticus"
"PC14","Genetta genetta"
"PC14","Meles meles"
"PB00","Lepus granatensis"
"PF31","Sus scrofa"
"ND26","Sus scrofa"
"NE68","Vulpes vulpes"
"ND57","Mus spretus"
"NC77","Mus spretus"
"ND00","Apodemus sylvaticus"
"PG82","Microtus lusitanicus"
"NE39","Sciurus vulgaris"
"PD26","Talpa occidentalis"
"ND06","Microtus lusitanicus"
"NC36","Herpestes ichneumon"
"PF31","Herpestes ichneumon"
"PE24","Microtus cabrerae"
"PF67","Apodemus sylvaticus"
"NE68","Martes foina"
"NA99","Oryctolagus cuniculus"
"SaoJorge","Mus musculus"
"NF62","Genetta genetta"
"NE22","Sorex granarius"
"NE24","Sciurus vulgaris"
"NF44","Crocidura russula"
"NC75","Meles meles"
"ND16","Meles meles"
"PC71","Martes foina"
"PE58","Capreolus capreolus"
"NB34","Microtus cabrerae"
"MD71","Mustela putorius"
"PE44","Capreolus capreolus"
"PC41","Herpestes ichneumon"
"MC86","Microtus lusitanicus"
"PF06","Meles meles"
"NG31","Lepus granatensis"
"MD71","Microtus lusitanicus"
"NF31","Talpa occidentalis"
"NC68","Martes foina"
"NF35","Mus musculus"
"PC03","Erinaceus europaeus"
"NF73","Genetta genetta"
"PC46","Genetta genetta"
"ND37","Herpestes ichneumon"
"ND59","Oryctolagus cuniculus"
"NC42","Crocidura russula"
"PE66","Vulpes vulpes"
"NF37","Crocidura russula"
"NE93","Martes foina"
"ND10","Martes foina"
"NC06","Oryctolagus cuniculus"
"NC98","Lepus granatensis"
"PC52","Lutra lutra"
"ND00","Vulpes vulpes"
"PC48","Lepus granatensis"
"PE17","Genetta genetta"
"NC61","Herpestes ichneumon"
"PF32","Canis lupus"
"NC96","Herpestes ichneumon"
"NE75","Capreolus capreolus"
"NC75","Vulpes vulpes"
"NF29","Erinaceus europaeus"
"NC44","Herpestes ichneumon"
"NB27","Oryctolagus cuniculus"
"PC49","Oryctolagus cuniculus"
"PF12","Talpa occidentalis"
"NE23","Genetta genetta"
"PG64","Lepus granatensis"
"PC03","Herpestes ichneumon"
"ND19","Lutra lutra"
"PD61","Mus spretus"
"NG90","Capreolus capreolus"
"PF60","Capreolus capreolus"
"PE58","Sus scrofa"
"NC99","Talpa occidentalis"
"PG60","Apodemus sylvaticus"
"NC88","Apodemus sylvaticus"
"NG54","Meles meles"
"PF11","Oryctolagus cuniculus"
"NC38","Genetta genetta"
"PG83","Microtus lusitanicus"
"NG93","Sorex granarius"
"PC46","Apodemus sylvaticus"
"ND05","Rattus rattus"
"NC51","Mus spretus"
"PE37","Sus scrofa"
"NF48","Oryctolagus cuniculus"
"ND00","Meles meles"
"PG03","Vulpes vulpes"
"NB87","Microtus lusitanicus"
"NG82","Sorex granarius"
"NB82","Genetta genetta"
"ND67","Talpa occidentalis"
"NB22","Microtus cabrerae"
"PB15","Arvicola sapidus"
"PC29","Meles meles"
"NC46","Sus scrofa"
"ND48","Sciurus vulgaris"
"PF01","Vulpes vulpes"
"ND31","Talpa occidentalis"
"ND38","Lutra lutra"
"NG74","Sciurus vulgaris"
"PE54","Sciurus vulgaris"
"NF28","Microtus agrestis"
"PD53","Arvicola sapidus"
"PC06","Erinaceus europaeus"
"PC23","Lepus granatensis"
"PB15","Herpestes ichneumon"
"MD71","Oryctolagus cuniculus"
"PE32","Herpestes ichneumon"
"NF66","Mus spretus"
"NA99","Microtus lusitanicus"
"NG71","Mustela erminea"
"NB28","Crocidura russula"
"NG43","Canis lupus"
"PB32","Erinaceus europaeus"
"MC78","Oryctolagus cuniculus"
"NB33","Crocidura russula"
"NF27","Genetta genetta"
"NE88","Martes foina"
"PF69","Apodemus sylvaticus"
"PF30","Oryctolagus cuniculus"
"PE26","Microtus agrestis"
"NC56","Oryctolagus cuniculus"
"NC87","Rattus norvegicus"
"PE69","Capreolus capreolus"
"NC68","Herpestes ichneumon"
"NG92","Capreolus capreolus"
"PF62","Meles meles"
"PC22","Mustela putorius"
"NC91","Meles meles"
"MD65","Lutra lutra"
"PE38","Felis silvestris"
"NB87","Suncus etruscus"
"NG63","Eliomys quercinus"
"ND58","Meles meles"
"MD74","Oryctolagus cuniculus"
"PF63","Sus scrofa"
"PE49","Microtus agrestis"
"PC15","Vulpes vulpes"
"NF35","Lepus granatensis"
"NF35","Oryctolagus cuniculus"
"PC08","Talpa occidentalis"
"PE67","Vulpes vulpes"
"PF61","Sus scrofa"
"NE31","Herpestes ichneumon"
"NG75","Lepus granatensis"
"PC34","Herpestes ichneumon"
"ND30","Microtus cabrerae"
"NG93","Lepus granatensis"
"NF27","Lutra lutra"
"PF48","Microtus cabrerae"
"QF17","Meles meles"
"NE47","Apodemus sylvaticus"
"NF20","Rattus norvegicus"
"PF85","Lepus granatensis"
"PF33","Genetta genetta"
"NF71","Arvicola sapidus"
"NF62","Meles meles"
"QG21","Microtus cabrerae"
"NC32","Talpa occidentalis"
"PF62","Microtus cabrerae"
"PB02","Talpa occidentalis"
"ND26","Oryctolagus cuniculus"
"NG71","Erinaceus europaeus"
"PF88","Genetta genetta"
"NC32","Meles meles"
"NE55","Vulpes vulpes"
"NB15","Microtus cabrerae"
"PD69","Oryctolagus cuniculus"
"PF70","Genetta genetta"
"PE27","Sciurus vulgaris"
"NF61","Sciurus vulgaris"
"PG70","Mus spretus"
"ND39","Sorex granarius"
"PB06","Meles meles"
"NE28","Genetta genetta"
"PG54","Meles meles"
"MD84","Lutra lutra"
"NG91","Sus scrofa"
"NC86","Martes foina"
"PE52","Cervus elaphus"
"PE75","Vulpes vulpes"
"PF63","Meles meles"
"NC74","Erinaceus europaeus"
"NG80","Canis lupus"
"NF70","Vulpes vulpes"
"PE64","Martes foina"
"NE37","Vulpes vulpes"
"NC88","Herpestes ichneumon"
"PC19","Martes foina"
"NE93","Capreolus capreolus"
"MD86","Sciurus vulgaris"
"PG53","Herpestes ichneumon"
"NB93","Vulpes vulpes"
"NC72","Martes foina"
"PD69","Genetta genetta"
"PC30","Oryctolagus cuniculus"
"PC08","Genetta genetta"
"QF19","Mus spretus"
"PE30","Sciurus vulgaris"
"MC78","Genetta genetta"
"PF69","Crocidura russula"
"PD60","Lutra lutra"
"PE75","Capreolus capreolus"
"NC71","Oryctolagus cuniculus"
"NE50","Microtus lusitanicus"
"PD60","Microtus cabrerae"
"NG82","Cervus elaphus"
"NC43","Herpestes ichneumon"
"PC12","Mustela putorius"
"NF92","Vulpes vulpes"
"NB69","Crocidura russula"
"PD21","Talpa occidentalis"
"PF19","Erinaceus europaeus"
"PE54","Microtus lusitanicus"
"PF51","Meles meles"
"PC11","Arvicola sapidus"
"NC63","Lepus granatensis"
