"utm10","especie"
"NC21","Herpestes ichneumon"
"PB39","Vulpes vulpes"
"NG71","Martes martes"
"NG71","Mustela putorius"
"PF49","Neovison vison"
"NG22","Vulpes vulpes"
"PF43","Canis lupus"
"NG12","Vulpes vulpes"
"QG11","Lutra lutra"
"QG11","Genetta genetta"
"NB25","Meles meles"
"NC20","Meles meles"
"ND24","Meles meles"
"NE32","Genetta genetta"
"NG80","Canis lupus"
"NG43","Canis lupus"
"NG43","Vulpes vulpes"
"NG53","Canis lupus"
"NF28","Vulpes vulpes"
"NF28","Mustela nivalis"
"NF28","Lutra lutra"
"PF31","Canis lupus"
"NG52","Martes martes"
"PC53","Genetta genetta"
"MD63","Mustela nivalis"
"NG83","Martes martes"
"NG72","Capreolus capreolus"
"NG54","Capreolus capreolus"
"NG83","Capra pyrenaica"
"NG93","Capreolus capreolus"
"PG03","Capreolus capreolus"
"NG92","Capreolus capreolus"
"NG53","Capreolus capreolus"
"NG63","Capreolus capreolus"
"QG00","Capreolus capreolus"
"NG62","Capreolus capreolus"
"NG72","Capra pyrenaica"
"NG72","Sus scrofa"
"NG73","Capreolus capreolus"
"NG71","Capreolus capreolus"
"NF38","Sus scrofa"
"NG61","Sus scrofa"
"NG61","Capreolus capreolus"
"NG71","Sus scrofa"
"QG11","Capreolus capreolus"
"PC63","Cervus elaphus"
"PC72","Cervus elaphus"
"PC71","Cervus elaphus"
"PC62","Cervus elaphus"
"PC52","Cervus elaphus"
"PC61","Dama dama"
"NG72","Crocidura russula"
"NG72","Sorex granarius"
"NG63","Crocidura russula"
"NG63","Sorex granarius"
"NG63","Talpa occidentalis"
"NF27","Erinaceus europaeus"
"NG72","Talpa occidentalis"
"NG83","Talpa occidentalis"
"NG93","Crocidura russula"
"NG82","Crocidura russula"
"NC11","Erinaceus europaeus"
"NG42","Erinaceus europaeus"
"NB51","Erinaceus europaeus"
"NG64","Talpa occidentalis"
"NB81","Erinaceus europaeus"
"NF48","Erinaceus europaeus"
"NG71","Erinaceus europaeus"
"NG44","Neomys anomalus"
"NG72","Oryctolagus cuniculus"
"NG62","Oryctolagus cuniculus"
"NG61","Oryctolagus cuniculus"
"NG63","Oryctolagus cuniculus"
"NG64","Oryctolagus cuniculus"
"NG82","Oryctolagus cuniculus"
"NG93","Lepus granatensis"
"NG75","Lepus granatensis"
"NF38","Oryctolagus cuniculus"
"NC11","Lepus granatensis"
"NF28","Oryctolagus cuniculus"
"NG65","Sciurus vulgaris"
"NG61","Microtus lusitanicus"
"NG71","Microtus lusitanicus"
"NG72","Microtus agrestis"
"NG63","Microtus agrestis"
"NG63","Microtus lusitanicus"
"NG63","Eliomys quercinus"
"NG71","Apodemus sylvaticus"
"NG61","Apodemus sylvaticus"
"NG72","Apodemus sylvaticus"
"NG72","Rattus rattus"
"NG63","Apodemus sylvaticus"
"NG63","Rattus rattus"
"NF27","Sciurus vulgaris"
"NG72","Eliomys quercinus"
"NG71","Sciurus vulgaris"
"NG72","Sciurus vulgaris"
"NG62","Sciurus vulgaris"
"NG83","Eliomys quercinus"
"NG93","Microtus lusitanicus"
"NG93","Apodemus sylvaticus"
"NG92","Sciurus vulgaris"
"NG82","Microtus lusitanicus"
"NG82","Apodemus sylvaticus"
"NG93","Sciurus vulgaris"
"NF28","Sciurus vulgaris"
"NG93","Arvicola sapidus"
"NG65","Arvicola sapidus"
"NG61","Sciurus vulgaris"
"NG61","Eliomys quercinus"
"QG11","Sciurus vulgaris"
"PF63","Vulpes vulpes"
"PF63","Herpestes ichneumon"
"PF63","Meles meles"
"PE26","Mustela nivalis"
"PF63","Martes foina"
"PF77","Lutra lutra"
"PF77","Mustela putorius"
"PF97","Mustela erminea"
"NE46","Meles meles"
"NE46","Herpestes ichneumon"
"NE55","Meles meles"
"NE56","Vulpes vulpes"
"NE56","Martes foina"
"NE36","Vulpes vulpes"
"NE45","Vulpes vulpes"
"NE45","Meles meles"
"NE55","Genetta genetta"
"NE55","Martes foina"
"NE55","Vulpes vulpes"
"NE55","Herpestes ichneumon"
"NE46","Vulpes vulpes"
"NE46","Genetta genetta"
"NE56","Genetta genetta"
"NE36","Meles meles"
"NE45","Genetta genetta"
"NE45","Mustela nivalis"
"PD33","Mustela putorius"
"PE17","Meles meles"
"QF09","Lutra lutra"
"NF30","Mustela nivalis"
"PE17","Herpestes ichneumon"
"PE17","Genetta genetta"
"NB28","Vulpes vulpes"
"NF30","Mustela putorius"
"PE38","Felis silvestris"
"PE38","Vulpes vulpes"
"PE29","Genetta genetta"
"PD36","Vulpes vulpes"
"PE53","Lutra lutra"
"NC05","Genetta genetta"
"PB07","Vulpes vulpes"
"PG74","Martes foina"
"NE54","Martes foina"
"NE54","Vulpes vulpes"
"NE64","Genetta genetta"
"NF50","Meles meles"
"NE43","Vulpes vulpes"
"PF49","Vulpes vulpes"
"NG20","Genetta genetta"
"PF98","Vulpes vulpes"
"QF19","Martes foina"
"PF58","Vulpes vulpes"
"PF47","Lutra lutra"
"PF37","Vulpes vulpes"
"PF77","Capreolus capreolus"
"NE46","Sus scrofa"
"NE55","Sus scrofa"
"PE17","Sus scrofa"
"NE63","Cervus elaphus"
"PE38","Sus scrofa"
"PE17","Capreolus capreolus"
"PF68","Capreolus capreolus"
"PD69","Cervus elaphus"
"PB17","Dama dama"
"NE63","Capreolus capreolus"
"NF51","Capreolus capreolus"
"NB64","Cervus elaphus"
"PG93","Capreolus capreolus"
"PG84","Capreolus capreolus"
"NE46","Crocidura russula"
"ND57","Crocidura russula"
"NE55","Crocidura russula"
"NE56","Crocidura russula"
"NE45","Crocidura russula"
"NF36","Crocidura russula"
"NE36","Crocidura russula"
"NF36","Erinaceus europaeus"
"NE14","Crocidura russula"
"NE45","Sorex granarius"
"NF27","Talpa occidentalis"
"NF23","Crocidura russula"
"PF63","Oryctolagus cuniculus"
"MD95","Oryctolagus cuniculus"
"NE55","Oryctolagus cuniculus"
"NE36","Lepus granatensis"
"PE17","Oryctolagus cuniculus"
"PF68","Lepus granatensis"
"PC72","Oryctolagus cuniculus"
"NF18","Oryctolagus cuniculus"
"NF40","Oryctolagus cuniculus"
"NG23","Oryctolagus cuniculus"
"NE46","Arvicola sapidus"
"NE46","Microtus lusitanicus"
"NE46","Apodemus sylvaticus"
"NE46","Mus spretus"
"NE46","Mus musculus"
"ND57","Apodemus sylvaticus"
"ND57","Mus spretus"
"MD71","Mus musculus"
"PE06","Eliomys quercinus"
"MD71","Apodemus sylvaticus"
"MD71","Microtus lusitanicus"
"NE55","Apodemus sylvaticus"
"NE55","Mus musculus"
"NE55","Microtus lusitanicus"
"NE56","Apodemus sylvaticus"
"NE56","Mus spretus"
"NE56","Mus musculus"
"NE45","Mus spretus"
"NE45","Apodemus sylvaticus"
"NE36","Apodemus sylvaticus"
"NE36","Mus spretus"
"NE55","Mus spretus"
"NF36","Mus spretus"
"NF36","Mus musculus"
"NF36","Apodemus sylvaticus"
"NF36","Rattus rattus"
"NF36","Rattus norvegicus"
"NF36","Microtus lusitanicus"
"NE56","Microtus lusitanicus"
"NE45","Mus musculus"
"NE45","Rattus norvegicus"
"NE45","Sciurus vulgaris"
"NE45","Microtus lusitanicus"
"PE17","Eliomys quercinus"
"NE27","Apodemus sylvaticus"
"NE17","Mus musculus"
"NE46","Rattus norvegicus"
"PE17","Apodemus sylvaticus"
"NF27","Apodemus sylvaticus"
"NF27","Rattus norvegicus"
"NF27","Microtus lusitanicus"
"PC32","Mustela putorius"
"PC22","Mustela putorius"
"PC21","Mustela putorius"
"PC42","Mustela putorius"
"PC43","Mustela putorius"
"PC12","Mustela putorius"
"PC02","Mustela putorius"
"PC53","Mustela putorius"
"PC11","Mustela putorius"
"NG91","Vulpes vulpes"
"PG73","Meles meles"
"NG80","Vulpes vulpes"
"NG90","Vulpes vulpes"
"PG53","Felis silvestris"
"PG72","Meles meles"
"PG71","Meles meles"
"PG53","Genetta genetta"
"PG64","Meles meles"
"PG53","Vulpes vulpes"
"PG52","Genetta genetta"
"PG52","Vulpes vulpes"
"PG64","Vulpes vulpes"
"PG73","Martes martes"
"PG52","Felis silvestris"
"PG64","Genetta genetta"
"PG63","Vulpes vulpes"
"PG74","Meles meles"
"NC95","Vulpes vulpes"
"PG53","Meles meles"
"NC95","Genetta genetta"
"PG71","Vulpes vulpes"
"PG74","Vulpes vulpes"
"PG54","Felis silvestris"
"PG02","Vulpes vulpes"
"PG73","Martes foina"
"NG82","Meles meles"
"NG83","Felis silvestris"
"NG90","Meles meles"
"NG83","Meles meles"
"PG03","Meles meles"
"NG91","Meles meles"
"PG72","Vulpes vulpes"
"PG62","Vulpes vulpes"
"NG83","Neovison vison"
"PG53","Herpestes ichneumon"
"NG90","Capreolus capreolus"
"NG83","Sus scrofa"
"NG91","Capreolus capreolus"
"NG93","Sus scrofa"
"NG82","Sus scrofa"
"NG82","Capreolus capreolus"
"NG83","Capreolus capreolus"
"PG73","Sus scrofa"
"PG54","Cervus elaphus"
"PG74","Sus scrofa"
"NG80","Capreolus capreolus"
"NG83","Cervus elaphus"
"NG91","Sus scrofa"
"NG80","Sus scrofa"
"NG80","Cervus elaphus"
"NG90","Sus scrofa"
"NG90","Cervus elaphus"
"PG64","Capreolus capreolus"
"PG54","Capreolus capreolus"
"NG82","Cervus elaphus"
"PG03","Sus scrofa"
"NG93","Cervus elaphus"
"NG91","Cervus elaphus"
"PG03","Cervus elaphus"
"NG92","Sus scrofa"
"NG81","Sus scrofa"
"PG53","Sus scrofa"
"NG82","Capra pyrenaica"
"NG92","Cervus elaphus"
"PG73","Capreolus capreolus"
"PG72","Capreolus capreolus"
"PG71","Capreolus capreolus"
"PG52","Capreolus capreolus"
"PG74","Capreolus capreolus"
"PG53","Capreolus capreolus"
"PG02","Cervus elaphus"
"PG63","Capreolus capreolus"
"PG62","Capreolus capreolus"
"PG61","Capreolus capreolus"
"NC85","Erinaceus europaeus"
"PG63","Lepus granatensis"
"PG64","Oryctolagus cuniculus"
"PG62","Lepus granatensis"
"PG61","Lepus granatensis"
"QG04","Oryctolagus cuniculus"
"PG73","Oryctolagus cuniculus"
"NG83","Lepus granatensis"
"PG03","Oryctolagus cuniculus"
"PG64","Sciurus vulgaris"
"PG54","Sciurus vulgaris"
"PG73","Sciurus vulgaris"
"NG81","Sciurus vulgaris"
"NG82","Sciurus vulgaris"
"NG83","Sciurus vulgaris"
"PG03","Sciurus vulgaris"
"NG64","Martes foina"
"NG56","Martes foina"
"NG64","Felis silvestris"
"NC26","Lynx pardinus"
"NG65","Sorex granarius"
"NC31","Mus spretus"
"NC32","Microtus cabrerae"
"NC41","Microtus cabrerae"
"NC32","Arvicola sapidus"
"NC42","Arvicola sapidus"
"NC31","Arvicola sapidus"
"NC31","Microtus duodecimcostatus"
"NC42","Microtus cabrerae"
"NC30","Microtus cabrerae"
"NC40","Microtus cabrerae"
"NC30","Arvicola sapidus"
"NB49","Microtus cabrerae"
"NC22","Microtus cabrerae"
"NC21","Microtus cabrerae"
"NB38","Microtus cabrerae"
"NB38","Arvicola sapidus"
"NB37","Microtus cabrerae"
"Madeira","Mustela putorius"
"PB32","Lutra lutra"
"PB42","Lutra lutra"
"PB21","Vulpes vulpes"
"PB15","Lutra lutra"
"NA99","Crocidura russula"
"NB31","Crocidura russula"
"NA89","Crocidura russula"
"NB41","Crocidura russula"
"NB41","Suncus etruscus"
"PB32","Crocidura russula"
"NA89","Suncus etruscus"
"PB41","Crocidura russula"
"PB41","Suncus etruscus"
"PB42","Crocidura russula"
"PB31","Crocidura russula"
"PB32","Suncus etruscus"
"ND38","Crocidura russula"
"ND17","Crocidura russula"
"ND05","Crocidura russula"
"ND38","Sorex granarius"
"ND05","Sorex granarius"
"ND38","Suncus etruscus"
"ND17","Suncus etruscus"
"ND38","Talpa occidentalis"
"ND17","Talpa occidentalis"
"PB31","Erinaceus europaeus"
"PB32","Erinaceus europaeus"
"PB21","Erinaceus europaeus"
"Madeira","Oryctolagus cuniculus"
"PA09","Microtus duodecimcostatus"
"PA09","Mus spretus"
"PB16","Apodemus sylvaticus"
"PB16","Mus spretus"
"NA99","Microtus duodecimcostatus"
"NA99","Rattus norvegicus"
"NB31","Microtus duodecimcostatus"
"NB31","Rattus norvegicus"
"NA89","Apodemus sylvaticus"
"NA89","Microtus duodecimcostatus"
"NA89","Mus spretus"
"NA89","Rattus norvegicus"
"NA89","Rattus rattus"
"NB41","Microtus duodecimcostatus"
"NB41","Rattus norvegicus"
"NB41","Apodemus sylvaticus"
"NB41","Eliomys quercinus"
"PB32","Microtus duodecimcostatus"
"PB32","Mus spretus"
"PB32","Rattus norvegicus"
"PB32","Rattus rattus"
"PB31","Microtus duodecimcostatus"
"PB31","Mus spretus"
"PB41","Microtus duodecimcostatus"
"PB41","Mus spretus"
"PB41","Rattus rattus"
"PB42","Mus spretus"
"PB32","Apodemus sylvaticus"
"Madeira","Rattus norvegicus"
"ND06","Apodemus sylvaticus"
"ND06","Microtus lusitanicus"
"ND38","Apodemus sylvaticus"
"ND17","Eliomys quercinus"
"ND38","Microtus lusitanicus"
"ND38","Mus musculus"
"ND38","Mus spretus"
"ND05","Mus spretus"
"ND38","Rattus norvegicus"
"ND17","Rattus norvegicus"
"ND38","Rattus rattus"
"ND17","Rattus rattus"
"ND05","Rattus rattus"
"ND01","Vulpes vulpes"
"ND01","Meles meles"
"ND01","Herpestes ichneumon"
"MC88","Vulpes vulpes"
"MC88","Genetta genetta"
"ND01","Sus scrofa"
"ND01","Lepus granatensis"
"MC88","Lepus granatensis"
"ND00","Rattus rattus"
"MC88","Rattus rattus"
"PG11","Crocidura russula"
"NG32","Sorex granarius"
"NG62","Crocidura russula"
"PE28","Crocidura russula"
"PE49","Crocidura russula"
"QF28","Crocidura russula"
"PF57","Crocidura russula"
"PF57","Talpa occidentalis"
"PG13","Crocidura russula"
"NF71","Crocidura russula"
"PG60","Crocidura russula"
"NG30","Crocidura russula"
"PF37","Crocidura russula"
"PF58","Crocidura russula"
"PF48","Crocidura russula"
"NF27","Crocidura russula"
"NG32","Crocidura russula"
"NF34","Crocidura russula"
"NF37","Crocidura russula"
"NF44","Crocidura russula"
"NF25","Crocidura russula"
"NF28","Crocidura russula"
"NF35","Crocidura russula"
"PE66","Crocidura russula"
"ND10","Crocidura russula"
"NF26","Crocidura russula"
"NG23","Crocidura russula"
"NG23","Talpa occidentalis"
"NG22","Crocidura russula"
"NG44","Crocidura suaveolens"
"NF28","Talpa occidentalis"
"PG11","Microtus lusitanicus"
"PF37","Microtus cabrerae"
"PF48","Microtus cabrerae"
"PF37","Microtus lusitanicus"
"NF27","Mus musculus"
"NG62","Apodemus sylvaticus"
"NF35","Rattus rattus"
"PF47","Microtus cabrerae"
"NF27","Mus spretus"
"PF08","Microtus agrestis"
"PF08","Microtus lusitanicus"
"PE28","Mus spretus"
"PE49","Arvicola sapidus"
"PE38","Microtus agrestis"
"PE38","Apodemus sylvaticus"
"PE38","Microtus lusitanicus"
"QF28","Apodemus sylvaticus"
"PF57","Apodemus sylvaticus"
"PF97","Arvicola sapidus"
"PF57","Microtus agrestis"
"PF57","Microtus cabrerae"
"QF28","Microtus cabrerae"
"QF28","Microtus lusitanicus"
"PF57","Microtus lusitanicus"
"PF57","Mus musculus"
"QF28","Mus spretus"
"PF57","Mus spretus"
"PE28","Apodemus sylvaticus"
"NF27","Rattus rattus"
"NF78","Microtus agrestis"
"PG13","Apodemus sylvaticus"
"PG13","Microtus agrestis"
"PG13","Microtus lusitanicus"
"NF45","Apodemus sylvaticus"
"NF45","Microtus lusitanicus"
"NF71","Mus musculus"
"PG60","Apodemus sylvaticus"
"PG60","Microtus lusitanicus"
"PG20","Apodemus sylvaticus"
"PG20","Microtus agrestis"
"NG30","Apodemus sylvaticus"
"NG30","Microtus agrestis"
"NG30","Microtus lusitanicus"
"NG31","Microtus agrestis"
"PF09","Apodemus sylvaticus"
"PG20","Arvicola sapidus"
"PF09","Microtus agrestis"
"PF47","Apodemus sylvaticus"
"PF47","Microtus lusitanicus"
"PF37","Mus spretus"
"PF37","Apodemus sylvaticus"
"PF48","Arvicola sapidus"
"PF47","Mus spretus"
"PF48","Apodemus sylvaticus"
"PF48","Mus spretus"
"PF48","Microtus lusitanicus"
"PF58","Apodemus sylvaticus"
"PF58","Microtus lusitanicus"
"PF58","Mus spretus"
"NF37","Microtus lusitanicus"
"NG32","Microtus agrestis"
"NG32","Microtus lusitanicus"
"NF34","Microtus lusitanicus"
"PE54","Microtus lusitanicus"
"NF25","Microtus lusitanicus"
"NF34","Apodemus sylvaticus"
"NF34","Mus spretus"
"NF37","Mus spretus"
"NF37","Apodemus sylvaticus"
"NF44","Apodemus sylvaticus"
"NF44","Mus spretus"
"NF44","Microtus lusitanicus"
"NF44","Mus musculus"
"NF25","Mus spretus"
"NF35","Apodemus sylvaticus"
"NF35","Mus spretus"
"NF28","Mus spretus"
"NF28","Apodemus sylvaticus"
"NF28","Mus musculus"
"PF56","Microtus cabrerae"
"NF45","Mus spretus"
"PE66","Apodemus sylvaticus"
"PF66","Microtus cabrerae"
"PF66","Microtus lusitanicus"
"PF66","Arvicola sapidus"
"PF64","Microtus cabrerae"
"PF82","Microtus lusitanicus"
"NF25","Apodemus sylvaticus"
"QG00","Microtus cabrerae"
"PF79","Arvicola sapidus"
"NC87","Microtus duodecimcostatus"
"NG44","Apodemus sylvaticus"
"NG44","Arvicola sapidus"
"NC19","Microtus cabrerae"
"PD49","Apodemus sylvaticus"
"PD49","Microtus cabrerae"
"PD49","Mus spretus"
"PD45","Apodemus sylvaticus"
"NF25","Mus musculus"
"NF35","Mus musculus"
"NF26","Apodemus sylvaticus"
"NF26","Mus musculus"
"NF26","Mus spretus"
"NF26","Microtus lusitanicus"
"NF25","Rattus rattus"
"NF27","Microtus agrestis"
"NF83","Microtus agrestis"
"PG84","Chionomys nivalis"
"NF74","Microtus agrestis"
"NG23","Apodemus sylvaticus"
"NG23","Microtus lusitanicus"
"NG23","Rattus rattus"
"NF35","Microtus lusitanicus"
"NG22","Apodemus sylvaticus"
"NF35","Rattus norvegicus"
"NG44","Rattus norvegicus"
"NG44","Microtus agrestis"
"NF28","Microtus agrestis"
"NF28","Microtus lusitanicus"
"NF20","Genetta genetta"
"NE29","Lutra lutra"
"NF20","Lutra lutra"
"NE29","Mustela nivalis"
"PG94","Canis lupus"
"PF88","Genetta genetta"
"QF19","Vulpes vulpes"
"PF88","Vulpes vulpes"
"PF99","Canis lupus"
"PF76","Mustela nivalis"
"QF19","Lutra lutra"
"QF09","Neovison vison"
"QF09","Genetta genetta"
"QF09","Meles meles"
"PG84","Canis lupus"
"PG84","Martes foina"
"QG04","Canis lupus"
"QG21","Genetta genetta"
"QF29","Vulpes vulpes"
"PF76","Herpestes ichneumon"
"QF29","Meles meles"
"QG00","Martes foina"
"QG04","Vulpes vulpes"
"PG94","Vulpes vulpes"
"QF09","Mustela nivalis"
"QG10","Vulpes vulpes"
"PF98","Meles meles"
"PF55","Vulpes vulpes"
"QG01","Vulpes vulpes"
"QG04","Cervus elaphus"
"PG94","Cervus elaphus"
"QG03","Cervus elaphus"
"PG93","Cervus elaphus"
"PG94","Capreolus capreolus"
"QG03","Capreolus capreolus"
"PG94","Sus scrofa"
"QG03","Sus scrofa"
"PD49","Cervus elaphus"
"NE73","Cervus elaphus"
"NE74","Cervus elaphus"
"QG04","Capreolus capreolus"
"QG02","Capreolus capreolus"
"NE62","Cervus elaphus"
"PF87","Sus scrofa"
"QF19","Capreolus capreolus"
"PG90","Cervus elaphus"
"QF09","Capreolus capreolus"
"QG10","Cervus elaphus"
"QG30","Capreolus capreolus"
"PG90","Capreolus capreolus"
"QF09","Sus scrofa"
"PF76","Capreolus capreolus"
"QF29","Capreolus capreolus"
"QF29","Sus scrofa"
"PF76","Cervus elaphus"
"QG20","Sus scrofa"
"QF19","Sus scrofa"
"PF98","Sus scrofa"
"PF98","Capreolus capreolus"
"QG01","Cervus elaphus"
"NE29","Erinaceus europaeus"
"NE29","Crocidura russula"
"NF20","Crocidura russula"
"PG84","Erinaceus europaeus"
"PF88","Lepus granatensis"
"PG90","Oryctolagus cuniculus"
"QG00","Oryctolagus cuniculus"
"QG10","Lepus granatensis"
"QF18","Lepus granatensis"
"QF19","Lepus granatensis"
"PF99","Oryctolagus cuniculus"
"NE29","Rattus norvegicus"
"NE29","Mus spretus"
"NF20","Rattus norvegicus"
"NE29","Microtus lusitanicus"
"QG10","Sciurus vulgaris"
"PC71","Vulpes vulpes"
"PC71","Herpestes ichneumon"
"PC71","Martes foina"
"PC71","Genetta genetta"
"PC71","Meles meles"
"PC61","Martes foina"
"PC61","Genetta genetta"
"PC61","Herpestes ichneumon"
"PC50","Herpestes ichneumon"
"PC50","Meles meles"
"PC50","Vulpes vulpes"
"PC51","Crocidura russula"
"NB79","Crocidura russula"
"MD76","Crocidura russula"
"MD85","Crocidura russula"
"NB32","Talpa occidentalis"
"ND70","Talpa occidentalis"
"ND61","Talpa occidentalis"
"ND71","Talpa occidentalis"
"PE53","Talpa occidentalis"
"PE64","Talpa occidentalis"
"PD35","Talpa occidentalis"
"PF00","Talpa occidentalis"
"PG72","Talpa occidentalis"
"PF26","Talpa occidentalis"
"NF59","Talpa occidentalis"
"NG70","Talpa occidentalis"
"PE26","Crocidura russula"
"PE27","Crocidura russula"
"PE27","Neomys anomalus"
"PE27","Sorex granarius"
"MC89","Crocidura russula"
"MD60","Crocidura russula"
"ND08","Crocidura russula"
"NB32","Crocidura russula"
"NB33","Crocidura russula"
"PD15","Crocidura russula"
"NC83","Erinaceus europaeus"
"NC67","Erinaceus europaeus"
"NC18","Erinaceus europaeus"
"MC69","Crocidura russula"
"PD26","Crocidura russula"
"NC71","Erinaceus europaeus"
"NC75","Erinaceus europaeus"
"MC96","Erinaceus europaeus"
"MC69","Sorex granarius"
"PD16","Talpa occidentalis"
"NC94","Erinaceus europaeus"
"MD90","Erinaceus europaeus"
"NC08","Erinaceus europaeus"
"MD70","Crocidura russula"
"MD60","Erinaceus europaeus"
"MC88","Crocidura russula"
"NC95","Erinaceus europaeus"
"MC59","Crocidura russula"
"PC18","Erinaceus europaeus"
"SaoMiguel","Erinaceus europaeus"
"PD15","Oryctolagus cuniculus"
"NC84","Oryctolagus cuniculus"
"PB16","Oryctolagus cuniculus"
"Madeira","Mus musculus"
"NB79","Mus spretus"
"PC51","Mus spretus"
"MC88","Mus musculus"
"NC16","Mus musculus"
"NC31","Mus musculus"
"SantaMaria","Mus musculus"
NA,"Mus musculus"
"SaoMiguel","Mus musculus"
"Terceira","Mus musculus"
"Graciosa","Mus musculus"
"SaoJorge","Mus musculus"
"Pico","Mus musculus"
"Faial","Mus musculus"
"Flores","Mus musculus"
"Corvo","Mus musculus"
"MD86","Apodemus sylvaticus"
"MD76","Apodemus sylvaticus"
"MD85","Apodemus sylvaticus"
"PD33","Apodemus sylvaticus"
"NC70","Apodemus sylvaticus"
"PG61","Apodemus sylvaticus"
"NC06","Microtus duodecimcostatus"
"NB32","Microtus duodecimcostatus"
"NB42","Microtus duodecimcostatus"
"PE53","Microtus duodecimcostatus"
"PD34","Microtus duodecimcostatus"
"PD33","Microtus duodecimcostatus"
"PD43","Microtus duodecimcostatus"
"PD35","Microtus duodecimcostatus"
"PB10","Microtus duodecimcostatus"
"PB11","Microtus duodecimcostatus"
"PB24","Microtus duodecimcostatus"
"PB33","Microtus duodecimcostatus"
"NB79","Microtus duodecimcostatus"
"NB78","Microtus duodecimcostatus"
"NC81","Microtus duodecimcostatus"
"NC82","Microtus duodecimcostatus"
"PC02","Microtus duodecimcostatus"
"PC03","Microtus duodecimcostatus"
"PC13","Microtus duodecimcostatus"
"PC20","Microtus duodecimcostatus"
"PC31","Microtus duodecimcostatus"
"ND71","Microtus lusitanicus"
"ND07","Microtus lusitanicus"
"PE52","Microtus lusitanicus"
"PE64","Microtus lusitanicus"
"PD35","Microtus lusitanicus"
"PD36","Microtus lusitanicus"
"MD61","Microtus lusitanicus"
"NE98","Microtus lusitanicus"
"PE09","Microtus lusitanicus"
"PG72","Microtus lusitanicus"
"PG61","Microtus lusitanicus"
"PG52","Microtus lusitanicus"
"PG92","Microtus lusitanicus"
"PF27","Microtus lusitanicus"
"NG70","Microtus lusitanicus"
"MD76","Mus spretus"
"MD86","Mus spretus"
"MD85","Mus spretus"
"PE26","Apodemus sylvaticus"
"PE27","Apodemus sylvaticus"
"PE26","Arvicola sapidus"
"PE27","Sciurus vulgaris"
"MD60","Apodemus sylvaticus"
"PE27","Microtus lusitanicus"
"MD60","Microtus lusitanicus"
"MD60","Mus spretus"
"MD60","Rattus norvegicus"
"ND08","Apodemus sylvaticus"
"PD34","Apodemus sylvaticus"
"PD23","Apodemus sylvaticus"
"PG84","Microtus lusitanicus"
"MC88","Mus spretus"
"MC97","Mus spretus"
"ND08","Mus spretus"
"NB32","Apodemus sylvaticus"
"PD15","Apodemus sylvaticus"
"PD15","Microtus lusitanicus"
"PD15","Mus spretus"
"NC84","Rattus norvegicus"
"MC69","Apodemus sylvaticus"
"MC69","Microtus lusitanicus"
"MC69","Mus spretus"
"MC99","Rattus norvegicus"
"MC88","Rattus norvegicus"
"NC84","Rattus rattus"
"Madeira","Rattus rattus"
"MC89","Microtus lusitanicus"
"PortoSanto","Rattus norvegicus"
"MD60","Rattus rattus"
"PortoSanto","Rattus rattus"
"NB18","Rattus rattus"
"NC08","Rattus rattus"
"MD70","Apodemus sylvaticus"
"MC96","Microtus duodecimcostatus"
"MD81","Rattus norvegicus"
"MC79","Eliomys quercinus"
"MD61","Rattus norvegicus"
"MC89","Rattus norvegicus"
"MC79","Rattus rattus"
"MC59","Rattus rattus"
"MD93","Mus spretus"
"Graciosa","Rattus norvegicus"
"Faial","Rattus norvegicus"
"MC98","Rattus norvegicus"
"Graciosa","Rattus rattus"
"MC88","Eliomys quercinus"
"MC89","Mus musculus"
"MC78","Rattus norvegicus"
"SaoMiguel","Rattus norvegicus"
"MC78","Rattus rattus"
"SaoMiguel","Rattus rattus"
"MC68","Rattus rattus"
"MC99","Rattus rattus"
"PD07","Genetta genetta"
"NC84","Genetta genetta"
"NC73","Herpestes ichneumon"
"NC82","Martes foina"
"NC83","Vulpes vulpes"
"NC83","Genetta genetta"
"MC69","Mustela putorius"
"PE72","Martes foina"
"NC84","Lutra lutra"
"NB10","Herpestes ichneumon"
"PB37","Martes foina"
"NB47","Martes foina"
"SaoMiguel","Mustela nivalis"
"PG84","Cervus elaphus"
"PG84","Sus scrofa"
"NC77","Sus scrofa"
"NG44","Capreolus capreolus"
"NG61","Erinaceus europaeus"
"NG62","Erinaceus europaeus"
"NG61","Talpa occidentalis"
"NG62","Talpa occidentalis"
"NG73","Talpa occidentalis"
"NG53","Oryctolagus cuniculus"
"NG62","Eliomys quercinus"
"NG53","Sciurus vulgaris"
"NG74","Sciurus vulgaris"
"NG63","Sciurus vulgaris"
"NG51","Sciurus vulgaris"
"PG84","Felis silvestris"
"NF83","Genetta genetta"
"NF84","Genetta genetta"
"NF74","Genetta genetta"
"NF74","Martes foina"
"NF83","Martes foina"
"NF84","Martes foina"
"NF83","Mustela nivalis"
"PF88","Neovison vison"
"PF99","Neovison vison"
"PF69","Neovison vison"
"PF47","Neovison vison"
"PF36","Neovison vison"
"ND46","Genetta genetta"
"ND37","Genetta genetta"
"ND37","Lutra lutra"
"ND37","Meles meles"
"ND46","Meles meles"
"ND46","Vulpes vulpes"
"ND46","Lutra lutra"
"ND46","Martes foina"
"ND46","Herpestes ichneumon"
"NG52","Canis lupus"
"ND37","Sus scrofa"
"ND46","Sus scrofa"
"NF84","Crocidura russula"
"NF74","Crocidura russula"
"NF83","Galemys pyrenaicus"
"NF84","Sorex granarius"
"NF74","Talpa occidentalis"
